R,G,B,H,S,V,Texture,label
154.49383544921875,162.22705078125,153.573974609375,88.47247314453125,60.482177734375,172.4561767578125,55.23821767137217,ripe
149.01318359375,153.04644775390625,141.32098388671875,79.2615966796875,80.23297119140625,168.80645751953125,60.86466781846032,ripe
165.69866943359375,169.5927734375,159.22406005859375,87.80426025390625,65.691650390625,183.62042236328125,45.22526850007604,ripe
158.3043212890625,163.29925537109375,138.5552978515625,79.25274658203125,80.61773681640625,172.0670166015625,64.36050834358834,ripe
213.04583740234375,214.50384521484375,206.0516357421875,90.44183349609375,30.6195068359375,222.2041015625,31.161445254990944,ripe
158.916748046875,162.845703125,150.80523681640625,81.50262451171875,79.89691162109375,179.9385986328125,50.24161288294689,ripe
119.0438232421875,112.75592041015625,103.806884765625,53.02685546875,83.68768310546875,136.0850830078125,43.29996537738686,ripe
100.724365234375,92.56549072265625,75.39599609375,85.6383056640625,60.036376953125,107.32568359375,49.157341271164995,ripe
66.212890625,63.58575439453125,53.52069091796875,54.21868896484375,66.66461181640625,76.1195068359375,62.952615843950184,ripe
132.48492431640625,136.01715087890625,122.1800537109375,68.179931640625,71.78863525390625,149.4500732421875,77.44649384197898,ripe
135.00439453125,145.20672607421875,146.54290771484375,74.1273193359375,84.933349609375,170.1514892578125,44.08138929836834,ripe
163.58905029296875,165.22747802734375,138.8179931640625,74.35455322265625,92.67791748046875,181.4354248046875,51.36462871971387,ripe
108.60858154296875,102.5245361328125,85.40521240234375,86.05133056640625,54.74652099609375,115.16619873046875,47.59197894054709,ripe
165.83062744140625,169.2855224609375,147.92669677734375,77.5115966796875,88.55816650390625,186.190185546875,50.03414117052126,ripe
105.76092529296875,105.38812255859375,91.95172119140625,81.2652587890625,81.89031982421875,121.59228515625,52.24218371144494,ripe
150.631103515625,148.861572265625,129.2353515625,68.643798828125,82.0089111328125,168.72467041015625,43.622233458540094,ripe
153.99951171875,146.402099609375,115.9659423828125,53.8878173828125,107.80621337890625,172.82196044921875,49.52297749220201,ripe
163.94677734375,166.8704833984375,118.6485595703125,68.58819580078125,110.72564697265625,175.7264404296875,62.79635526926052,ripe
177.35205078125,182.80645751953125,159.21588134765625,81.9686279296875,71.04815673828125,192.221435546875,54.37163402872908,ripe
165.09716796875,173.55206298828125,165.63995361328125,92.59796142578125,57.29388427734375,184.4959716796875,37.85584563646545,ripe
212.97747802734375,214.998291015625,207.0274658203125,88.3822021484375,30.8172607421875,222.9298095703125,32.3052416892618,ripe
107.8580322265625,103.232421875,86.86517333984375,80.63079833984375,77.58477783203125,121.007080078125,51.992646617913884,ripe
159.482177734375,154.90045166015625,121.92816162109375,70.4788818359375,93.8470458984375,167.26025390625,58.99587816985952,ripe
165.46380615234375,172.02618408203125,152.40557861328125,85.7076416015625,71.04736328125,182.0157470703125,45.6838395859599,ripe
153.6707763671875,158.070556640625,146.26654052734375,81.7791748046875,75.31671142578125,172.57806396484375,59.16848875203799,ripe
160.76116943359375,166.6497802734375,151.36810302734375,85.06573486328125,82.214111328125,183.85943603515625,43.97422884836396,ripe
158.25140380859375,157.73492431640625,133.2762451171875,56.58172607421875,104.8380126953125,183.16278076171875,53.13261130690182,ripe
111.98773193359375,100.810546875,77.86126708984375,87.71783447265625,51.034912109375,114.47515869140625,51.29316711773157,ripe
123.67877197265625,105.97357177734375,69.89837646484375,60.3917236328125,83.07537841796875,129.13824462890625,66.58262493733542,ripe
166.01654052734375,171.8033447265625,164.56256103515625,87.07598876953125,62.76959228515625,186.106201171875,48.45053977085992,ripe
160.21636962890625,165.2835693359375,155.472900390625,85.03009033203125,73.25848388671875,180.53851318359375,55.71846305611617,ripe
